Specimen_ID,Specimen_description,Specimen_azimuth,Specimen_plunge,Specimen_mass[g],Specimen_vol[cc],Specimen_coordinate,Uchannel_length[cm],Uchannel_area[cm2],Sample_ID,Sample_description,Site_ID,Site_description,Site_lat,Site_lon,Site_coordinate,Site_bedding_dip,Site_dip_azimuth,Locality_ID,Locality_description,Expedition_ID,Expedition_description,material_ID,material_description,material_manufacturer,material_composition,material_mineral_name,material_grain_length[um],material_grain_L/W_ratio,composition_parameter_X,composition_parameter_Y,oxidation_parameter_Z
D6A-323a,oriented specimen for remanence,0,0,,,323,,,D6A-323,0.3 to 0.6 cm grain size with pretty plag rich comp,D6A-323,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,323,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-323b,chip for rock magnetic experiments,,,,,323,,,D6A-323,0.3 to 0.6 cm grain size with pretty plag rich comp,D6A-323,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,323,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-285a,oriented specimen for remanence,0,0,,,285,,,D6A-285,0.2 t 0.7 cm grain sie with an ophitic texture and larger augites up to 2 cm,D6A-285,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,285,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-285b,chip for rock magnetic experiments,,,,,285,,,D6A-285,0.2 t 0.7 cm grain sie with an ophitic texture and larger augites up to 2 cm,D6A-285,Severson unit MAIN AGT; Severson description: AGT HOMOG; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,285,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-238a,oriented specimen for remanence,0,0,,,238,,,D6A-238,0.3 to 0.5 grain size,D6A-238,Severson unit MAIN AGT; Severson description: AAT (AOG) HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,238,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-238b,chip for rock magnetic experiments,,,,,238,,,D6A-238,0.3 to 0.5 grain size,D6A-238,Severson unit MAIN AGT; Severson description: AAT (AOG) HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,-91.8362,238,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-202a,oriented specimen for remanence,0,0,,,202,,,D6A-202,2 to 4 cm grain size with some grains up to 6 cm and large oxides found,D6A-202,Severson unit MAIN AGT; Severson description: AGT HETEROGEN/PEGMATITE; rock type: pegmatite; sulfide 0%,47.6989,-91.8362,202,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-202b,chip for rock magnetic experiments,,,,,202,,,D6A-202,2 to 4 cm grain size with some grains up to 6 cm and large oxides found,D6A-202,Severson unit MAIN AGT; Severson description: AGT HETEROGEN/PEGMATITE; rock type: pegmatite; sulfide 0%,47.6989,-91.8362,202,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-163a,oriented specimen for remanence,0,0,,,163,,,D6A-163,0.3 to 0.5 cm grain size,D6A-163,Severson unit MAIN AGT; Severson description: AGT HETEROGEN; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,163,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
D6A-163b,chip for rock magnetic experiments,,,,,163,,,D6A-163,0.3 to 0.5 cm grain size,D6A-163,Severson unit MAIN AGT; Severson description: AGT HETEROGEN; rock type: augite troctolite; sulfide 1%,47.6989,-91.8362,163,,,D6A,"D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,
